



































scaled width365          scaled height 110
HEREEEEEEEEEEEEEEE
Time is: 302 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 302 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 303 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 303 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 304 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 304 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 305 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 305 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 306 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 306 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 307 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 308 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 308 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 309 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 309 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 309 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 309 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 310 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 310 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 310 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 311 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 311 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 311 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 312 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 312 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 313 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 313 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 313 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 314 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 314 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 314 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 314 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 315 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 315 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 315 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 315 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 316 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 316 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 317 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 318 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 318 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 319 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 320 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 320 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 321 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 322 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 323 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 324 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 324 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 325 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 326 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 327 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 327 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 328 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 328 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 329 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 329 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 329 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 329 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 329 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 330 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 330 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 331 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 331 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 331 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 332 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 332 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 333 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 334 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 334 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 335 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 335 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 335 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 336 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 336 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 336 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 336 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 336 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 337 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 338 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 339 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 340 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 341 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 341 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 342 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 344 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 344 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 345 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 346 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 346 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 347 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 347 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 348 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 349 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 350 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 350 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 351 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 352 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 353 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 353 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 353 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 354 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 355 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 356 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 356 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 357 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 357 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 358 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 359 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 360 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 360 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 361 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 361 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 362 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 362 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 363 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 363 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 363 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 363 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 364 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 364 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 365 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 365 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 366 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 367 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 368 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 368 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 369 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 369 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 370 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 370 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 370 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 370 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 371 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 371 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 371 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 372 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 372 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 372 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 372 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 373 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 374 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 374 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 375 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 376 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 377 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 377 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 377 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 377 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 377 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 377 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 377 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 378 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 378 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 378 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 378 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 378 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 378 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 379 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 380 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 380 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 381 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 382 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 382 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 383 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 383 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 384 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 385 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 386 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 386 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 387 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 388 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 388 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 389 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 390 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 390 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 391 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 391 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 392 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 392 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 393 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 393 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 393 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 394 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 394 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 394 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 395 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 395 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 395 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 396 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 396 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 397 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 397 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 398 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 398 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 399 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 399 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 399 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 400 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 400 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 401 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 401 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 401 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 401 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 402 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 402 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 403 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 403 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 404 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 404 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 405 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 405 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 406 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 406 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 406 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 407 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 407 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 407 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 408 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 408 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 409 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 409 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 410 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 410 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 411 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 411 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 412 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 412 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 413 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 413 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 413 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 414 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 414 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 415 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 415 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 416 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 417 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 418 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 418 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 419 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 419 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 419 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 419 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 419 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 419 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 419 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 420 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 420 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 421 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 421 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 422 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 422 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 423 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 423 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 424 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 424 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 425 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 425 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 426 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 426 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 426 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 427 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 427 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 428 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 428 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 428 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 429 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 429 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 430 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 430 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 430 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 430 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 430 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 431 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 431 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 431 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 431 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 432 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 432 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 433 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 433 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 434 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 434 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 435 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 435 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 436 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 436 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 436 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 436 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 437 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 438 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 438 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 439 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 439 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 439 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 439 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 440 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 440 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 441 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 441 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 441 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 442 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 442 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 443 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 443 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 444 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 444 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 445 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 445 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 445 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 446 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 446 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 446 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 446 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 446 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 447 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 447 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 448 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 448 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 449 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 450 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 450 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 451 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 452 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 452 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 453 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 453 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 454 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 455 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 455 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 455 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 455 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 455 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 455 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 455 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 456 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 456 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 456 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 456 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 457 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 457 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 458 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 458 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 459 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 459 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 459 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 459 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 460 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 460 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 460 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 461 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 461 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 461 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 462 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 462 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 462 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 463 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 463 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 463 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 463 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 464 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 464 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 465 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 465 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 466 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 466 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 467 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 467 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 467 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 468 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 468 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 469 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 469 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 470 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 470 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 470 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 471 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 471 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 472 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 472 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 473 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 473 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 473 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 473 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 474 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 475 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 475 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 475 msmax kept is : 1000
